HomeTeam,AwayTeam,FTHG,FTAG,FTR
Birmingham,Bristol City,1,0,H
Blackburn,Brentford,3,2,H
Cardiff,Huddersfield,3,2,H
Derby,Rotherham,3,0,H
Fulham,Sheffield Weds,1,1,D
Ipswich,Nott'm Forest,0,2,A
Preston,Wolves,0,0,D
QPR,Norwich,2,1,H
Reading,Burton,3,0,H
Leeds,Newcastle,0,2,A
Barnsley,Nott'm Forest,2,5,A
Aston Villa,Cardiff,3,1,H
Brentford,Birmingham,1,2,A
Brighton,Fulham,2,1,H
Derby,Norwich,1,0,H
Ipswich,QPR,3,0,H
Newcastle,Blackburn,0,1,A
Preston,Burton,1,1,D
Reading,Bristol City,2,1,H
Rotherham,Leeds,1,2,A
Wolves,Sheffield Weds,0,2,A
Huddersfield,Wigan,1,2,A
QPR,Wolves,1,2,A
Nott'm Forest,Newcastle,2,1,H
Birmingham,Barnsley,0,3,A
Blackburn,Huddersfield,1,1,D
Bristol City,Ipswich,2,0,H
Burton,Rotherham,2,1,H
Cardiff,Brighton,0,0,D
Fulham,Reading,5,0,H
Leeds,Aston Villa,2,0,H
Norwich,Brentford,5,0,H
Sheffield Weds,Preston,2,1,H
Wigan,Derby,0,1,A
Brighton,Leeds,2,0,H
Aston Villa,Wigan,1,0,H
Barnsley,Norwich,2,1,H
Brentford,Burton,2,1,H
Huddersfield,Bristol City,2,1,H
Ipswich,Cardiff,1,1,D
Newcastle,Birmingham,4,0,H
Preston,Blackburn,3,2,H
Reading,Sheffield Weds,2,1,H
Rotherham,QPR,1,0,H
Wolves,Fulham,4,4,D
Derby,Nott'm Forest,3,0,H
Birmingham,Ipswich,2,1,H
Blackburn,Brighton,2,3,A
Bristol City,Brentford,0,1,A
Burton,Huddersfield,0,1,A
Cardiff,Wolves,2,1,H
Fulham,Rotherham,2,1,H
Leeds,Reading,2,0,H
Norwich,Aston Villa,1,0,H
Sheffield Weds,Barnsley,2,0,H
Nott'm Forest,Preston,1,1,D
QPR,Derby,0,1,A
Wigan,Newcastle,0,2,A
Norwich,Huddersfield,1,2,A
Birmingham,Brighton,1,2,A
Blackburn,Reading,2,3,A
Bristol City,Preston,1,2,A
Burton,Newcastle,1,2,A
Cardiff,Barnsley,3,4,A
Fulham,Derby,2,2,D
Leeds,Brentford,1,0,H
Nott'm Forest,Wolves,0,2,A
Sheffield Weds,Rotherham,1,0,H
Wigan,Ipswich,2,3,A
QPR,Aston Villa,0,1,A
Aston Villa,Burton,2,1,H
Barnsley,Blackburn,2,0,H
Brentford,Cardiff,2,2,D
Huddersfield,Nott'm Forest,2,1,H
Ipswich,Fulham,0,2,A
Newcastle,Sheffield Weds,0,1,A
Preston,Leeds,1,4,A
Reading,Norwich,3,1,H
Rotherham,Wigan,3,2,H
Wolves,Bristol City,3,2,H
Brighton,QPR,3,0,H
Derby,Birmingham,1,0,H
Aston Villa,Leeds,1,1,D
Rotherham,Burton,1,2,A
Ipswich,Bristol City,2,1,H
Newcastle,Nott'm Forest,3,1,H
Barnsley,Birmingham,2,2,D
Brentford,Norwich,0,0,D
Derby,Wigan,0,0,D
Huddersfield,Blackburn,1,1,D
Preston,Sheffield Weds,1,1,D
Wolves,QPR,1,2,A
Birmingham,Brentford,1,3,A
Blackburn,Newcastle,1,0,H
Bristol City,Reading,2,3,A
Burton,Preston,0,1,A
Cardiff,Aston Villa,1,0,H
Fulham,Brighton,1,2,A
Leeds,Rotherham,3,0,H
Norwich,Derby,3,0,H
Nott'm Forest,Barnsley,0,1,A
QPR,Ipswich,2,1,H
Sheffield Weds,Wolves,0,0,D
Wigan,Huddersfield,0,1,A
Reading,QPR,0,1,A
Leeds,Derby,1,0,H
Birmingham,Nott'm Forest,0,0,D
Brentford,Newcastle,1,2,A
Bristol City,Cardiff,2,3,A
Burton,Wigan,0,2,A
Fulham,Barnsley,2,0,H
Ipswich,Blackburn,3,2,H
Preston,Brighton,2,0,H
Rotherham,Norwich,2,1,H
Sheffield Weds,Huddersfield,2,0,H
Wolves,Aston Villa,1,0,H
Brighton,Sheffield Weds,2,1,H
Aston Villa,Preston,2,2,D
Barnsley,Leeds,3,2,H
Blackburn,Birmingham,1,1,D
Cardiff,Burton,1,0,H
Derby,Reading,3,2,H
Huddersfield,Ipswich,2,0,H
Newcastle,Rotherham,4,0,H
Norwich,Wolves,3,1,H
Nott'm Forest,Bristol City,1,0,H
QPR,Fulham,1,1,D
Wigan,Brentford,2,1,H
Brighton,Cardiff,1,0,H
Reading,Fulham,1,0,H
Leeds,Nott'm Forest,2,0,H
Norwich,Birmingham,2,0,H
Preston,Ipswich,1,1,D
QPR,Burton,1,2,A
Reading,Cardiff,2,1,H
Rotherham,Barnsley,0,1,A
Barnsley,Wolves,1,3,A
Birmingham,Reading,0,1,A
Brentford,Aston Villa,3,0,H
Bristol City,Sheffield Weds,2,2,D
Cardiff,Preston,2,0,H
Ipswich,Derby,0,3,A
Nott'm Forest,Rotherham,2,0,H
Blackburn,Leeds,1,2,A
Burton,Fulham,0,2,A
Newcastle,QPR,2,2,D
Huddersfield,Brighton,3,1,H
Wigan,Sheffield Weds,0,1,A
Barnsley,Preston,0,0,D
Birmingham,Fulham,1,0,H
Blackburn,QPR,1,0,H
Bristol City,Rotherham,1,0,H
Burton,Wolves,2,1,H
Cardiff,Norwich,0,1,A
Ipswich,Reading,2,2,D
Newcastle,Derby,1,0,H
Nott'm Forest,Aston Villa,2,1,H
Brentford,Brighton,3,3,D
Huddersfield,Leeds,2,1,H
Wigan,Norwich,2,2,D
Sheffield Weds,Birmingham,3,0,H
Aston Villa,Ipswich,0,1,A
Brighton,Burton,4,1,H
Derby,Bristol City,3,3,D
Fulham,Wigan,3,2,H
Leeds,Cardiff,0,2,A
Norwich,Nott'm Forest,5,1,H
Preston,Brentford,4,2,H
QPR,Huddersfield,1,2,A
Reading,Barnsley,0,0,D
Rotherham,Blackburn,1,1,D
Wolves,Newcastle,0,1,A
Aston Villa,Barnsley,1,3,A
Brighton,Ipswich,1,1,D
Derby,Cardiff,3,4,A
Fulham,Nott'm Forest,3,2,H
Leeds,Bristol City,2,1,H
Norwich,Newcastle,2,2,D
Preston,Birmingham,2,1,H
Reading,Brentford,3,2,H
Rotherham,Huddersfield,2,3,A
Sheffield Weds,Blackburn,2,1,H
Wolves,Wigan,0,1,A
Barnsley,Brighton,0,2,A
Birmingham,QPR,1,4,A
Burton,Norwich,2,1,H
Cardiff,Rotherham,5,0,H
Ipswich,Leeds,1,1,D
Nott'm Forest,Sheffield Weds,1,2,A
Wigan,Preston,0,0,D
Newcastle,Aston Villa,2,0,H
Derby,Burton,0,0,D
Huddersfield,Reading,1,0,H
QPR,Wigan,2,1,H
Sheffield Weds,Brentford,1,2,A
Bristol City,Fulham,0,2,A
Burton,Blackburn,1,1,D
Wolves,Birmingham,1,2,A
Aston Villa,Derby,1,0,H
Barnsley,Huddersfield,1,1,D
Brentford,Rotherham,4,2,H
Brighton,Reading,3,0,H
Cardiff,Fulham,2,2,D
Leeds,Sheffield Weds,1,0,H
Newcastle,Bristol City,2,2,D
Preston,QPR,2,1,H
Wigan,Nott'm Forest,0,0,D
Norwich,Ipswich,1,1,D
Aston Villa,Bristol City,2,0,H
Blackburn,Derby,1,0,H
Brighton,Newcastle,1,2,A
Birmingham,Leeds,1,3,A
Blackburn,Wigan,1,0,H
Bristol City,Burton,0,0,D
Derby,Barnsley,2,1,H
Fulham,Preston,3,1,H
Huddersfield,Newcastle,1,3,A
Ipswich,Brentford,1,1,D
Nott'm Forest,Brighton,3,0,H
QPR,Cardiff,2,1,H
Reading,Wolves,2,1,H
Rotherham,Aston Villa,0,2,A
Sheffield Weds,Norwich,5,1,H
Birmingham,Wigan,0,1,A
Blackburn,Cardiff,1,1,D
Bristol City,Norwich,1,1,D
Derby,Preston,1,1,D
Fulham,Leeds,1,1,D
Huddersfield,Aston Villa,1,0,H
Ipswich,Wolves,0,0,D
Nott'm Forest,Brentford,2,3,A
QPR,Barnsley,2,1,H
Reading,Newcastle,0,0,D
Rotherham,Brighton,0,2,A
Sheffield Weds,Burton,1,1,D
Brighton,Derby,3,0,H
Aston Villa,Sheffield Weds,2,0,H
Barnsley,Ipswich,1,1,D
Brentford,Huddersfield,0,1,A
Burton,Nott'm Forest,1,0,H
Cardiff,Birmingham,1,1,D
Leeds,QPR,0,0,D
Newcastle,Fulham,1,3,A
Norwich,Blackburn,2,2,D
Preston,Reading,3,0,H
Wigan,Bristol City,0,1,A
Wolves,Rotherham,1,0,H
Brentford,Wolves,1,2,A
Fulham,Blackburn,2,2,D
Bristol City,Huddersfield,4,0,H
Sheffield Weds,Reading,0,2,A
Birmingham,Newcastle,0,0,D
Blackburn,Preston,2,2,D
Burton,Brentford,3,5,A
Cardiff,Ipswich,3,1,H
Fulham,Wolves,1,3,A
Leeds,Brighton,2,0,H
Norwich,Barnsley,2,0,H
Nott'm Forest,Derby,2,2,D
QPR,Rotherham,5,1,H
Wigan,Aston Villa,0,2,A
Derby,QPR,1,0,H
Aston Villa,Norwich,2,0,H
Barnsley,Sheffield Weds,1,1,D
Brentford,Bristol City,2,0,H
Brighton,Blackburn,1,0,H
Huddersfield,Burton,0,1,A
Ipswich,Birmingham,1,1,D
Newcastle,Wigan,2,1,H
Preston,Nott'm Forest,1,1,D
Reading,Leeds,1,0,H
Rotherham,Fulham,0,1,A
Wolves,Cardiff,3,1,H
Aston Villa,QPR,1,0,H
Barnsley,Cardiff,0,0,D
Brentford,Leeds,2,0,H
Brighton,Birmingham,3,1,H
Derby,Fulham,4,2,H
Ipswich,Wigan,3,0,H
Preston,Bristol City,5,0,H
Reading,Blackburn,3,1,H
Rotherham,Sheffield Weds,0,2,A
Wolves,Nott'm Forest,1,0,H
Huddersfield,Norwich,3,0,H
Newcastle,Burton,1,0,H
QPR,Brighton,1,2,A
Birmingham,Derby,1,2,A
Blackburn,Barnsley,0,2,A
Bristol City,Wolves,3,1,H
Burton,Aston Villa,1,1,D
Cardiff,Brentford,2,1,H
Fulham,Ipswich,3,1,H
Leeds,Preston,3,0,H
Norwich,Reading,7,1,H
Nott'm Forest,Huddersfield,2,0,H
Sheffield Weds,Newcastle,2,1,H
Wigan,Rotherham,3,2,H
Wigan,Barnsley,3,2,H
Brentford,Derby,4,0,H
Bristol City,QPR,2,1,H
Burton,Ipswich,1,2,A
Huddersfield,Preston,3,2,H
Newcastle,Leeds,1,1,D
Norwich,Fulham,1,3,A
Nott'm Forest,Blackburn,0,1,A
Rotherham,Birmingham,1,1,D
Sheffield Weds,Cardiff,1,0,H
Wolves,Brighton,0,2,A
Aston Villa,Reading,1,3,A
Barnsley,Brentford,1,1,D
Birmingham,Burton,0,2,A
Blackburn,Bristol City,1,1,D
Brighton,Wigan,2,1,H
Cardiff,Nott'm Forest,1,0,H
Derby,Huddersfield,1,1,D
Fulham,Aston Villa,3,1,H
Ipswich,Newcastle,3,1,H
Leeds,Wolves,0,1,A
Preston,Norwich,1,3,A
QPR,Sheffield Weds,1,2,A
Reading,Rotherham,2,1,H
Norwich,Brighton,2,0,H
Brentford,QPR,3,1,H
Bristol City,Barnsley,3,2,H
Burton,Leeds,2,1,H
Huddersfield,Fulham,1,4,A
Nott'm Forest,Reading,3,2,H
Rotherham,Ipswich,1,0,H
Sheffield Weds,Derby,2,1,H
Wigan,Cardiff,0,0,D
Wolves,Blackburn,0,0,D
Aston Villa,Birmingham,1,0,H
Newcastle,Preston,4,1,H
Wolves,Huddersfield,0,1,A
Cardiff,Newcastle,0,2,A
Barnsley,Burton,1,1,D
Birmingham,Huddersfield,2,0,H
Blackburn,Aston Villa,1,0,H
Brighton,Bristol City,0,1,A
Derby,Wolves,3,1,H
Fulham,Brentford,1,1,D
Ipswich,Sheffield Weds,0,1,A
Leeds,Norwich,3,3,D
Preston,Rotherham,1,1,D
QPR,Nott'm Forest,2,0,H
Reading,Wigan,1,0,H
Aston Villa,Brighton,1,1,D
Brentford,Blackburn,1,3,A
Bristol City,Birmingham,0,1,A
Burton,Reading,2,4,A
Huddersfield,Cardiff,0,3,A
Newcastle,Barnsley,3,0,H
Norwich,QPR,4,0,H
Nott'm Forest,Ipswich,3,0,H
Rotherham,Derby,1,1,D
Sheffield Weds,Fulham,1,2,A
Wigan,Leeds,1,1,D
Wolves,Preston,1,0,H
Brighton,Nott'm Forest,1,0,H
Birmingham,Reading,2,1,H
Blackburn,Wolves,1,2,A
Bolton,Derby,0,0,D
Brentford,Ipswich,2,2,D
Cardiff,Fulham,1,1,D
Charlton,QPR,2,0,H
Hull,Huddersfield,2,0,H
Leeds,Burnley,1,1,D
Rotherham,Milton Keynes Dons,1,4,A
Sheffield Weds,Bristol City,2,0,H
Preston,Middlesbrough,0,0,D
Bristol City,Brentford,2,4,A
Burnley,Birmingham,2,2,D
Derby,Charlton,1,1,D
Fulham,Brighton,1,2,A
Huddersfield,Blackburn,1,1,D
Ipswich,Sheffield Weds,2,1,H
Middlesbrough,Bolton,3,0,H
Milton Keynes Dons,Preston,0,1,A
Nott'm Forest,Rotherham,2,1,H
QPR,Cardiff,2,2,D
Reading,Leeds,0,0,D
Wolves,Hull,1,1,D
Blackburn,Cardiff,1,1,D
Derby,Middlesbrough,1,1,D
Huddersfield,Brighton,1,1,D
Ipswich,Burnley,2,0,H
Milton Keynes Dons,Bolton,1,0,H
Nott'm Forest,Charlton,0,0,D
Rotherham,Preston,0,0,D
Bristol City,Leeds,2,2,D
Hull,Fulham,2,1,H
Sheffield Weds,Reading,1,1,D
Wolves,QPR,2,3,A
Birmingham,Derby,1,1,D
Bolton,Nott'm Forest,1,1,D
Brighton,Blackburn,1,0,H
Burnley,Brentford,1,0,H
Cardiff,Wolves,2,0,H
Charlton,Hull,2,1,H
Fulham,Huddersfield,1,1,D
Leeds,Sheffield Weds,1,1,D
Middlesbrough,Bristol City,0,1,A
Preston,Ipswich,1,2,A
QPR,Rotherham,4,2,H
Reading,Milton Keynes Dons,0,0,D
Blackburn,Bolton,0,0,D
Brentford,Reading,1,3,A
Bristol City,Burnley,1,2,A
Derby,Leeds,1,2,A
Huddersfield,QPR,0,1,A
Hull,Preston,2,0,H
Ipswich,Brighton,2,3,A
Milton Keynes Dons,Birmingham,0,2,A
Nott'm Forest,Cardiff,1,2,A
Rotherham,Fulham,1,3,A
Sheffield Weds,Middlesbrough,1,3,A
Wolves,Charlton,2,1,H
Reading,Ipswich,5,1,H
Birmingham,Bristol City,4,2,H
Bolton,Wolves,2,1,H
Brighton,Hull,1,0,H
Burnley,Sheffield Weds,3,1,H
Cardiff,Huddersfield,2,0,H
Charlton,Rotherham,1,1,D
Leeds,Brentford,1,1,D
Middlesbrough,Milton Keynes Dons,2,0,H
Preston,Derby,1,2,A
QPR,Nott'm Forest,1,2,A
Fulham,Blackburn,2,1,H
Birmingham,Nott'm Forest,0,1,A
Bolton,Sheffield Weds,0,0,D
Brighton,Rotherham,2,1,H
Burnley,Milton Keynes Dons,2,1,H
Cardiff,Hull,0,2,A
Charlton,Huddersfield,1,2,A
Leeds,Ipswich,0,1,A
Middlesbrough,Brentford,3,1,H
Preston,Bristol City,1,1,D
Reading,Derby,0,1,A
QPR,Blackburn,2,2,D
Ipswich,Birmingham,1,1,D
Blackburn,Charlton,3,0,H
Brentford,Preston,2,1,H
Bristol City,Reading,0,2,A
Huddersfield,Bolton,4,1,H
Hull,QPR,1,1,D
Milton Keynes Dons,Leeds,1,2,A
Nott'm Forest,Middlesbrough,1,2,A
Rotherham,Cardiff,2,1,H
Sheffield Weds,Fulham,3,2,H
Wolves,Brighton,0,0,D
Derby,Burnley,0,0,D
Huddersfield,Nott'm Forest,1,1,D
Fulham,QPR,4,0,H
Birmingham,Rotherham,0,2,A
Bolton,Brighton,2,2,D
Brentford,Sheffield Weds,1,2,A
Burnley,Reading,1,2,A
Cardiff,Charlton,2,1,H
Hull,Blackburn,1,1,D
Ipswich,Bristol City,2,2,D
Milton Keynes Dons,Derby,1,3,A
Preston,Wolves,1,1,D
Middlesbrough,Leeds,3,0,H
Brentford,Birmingham,0,2,A
Fulham,Wolves,0,3,A
Rotherham,Burnley,1,2,A
Blackburn,Ipswich,2,0,H
Brighton,Cardiff,1,1,D
Bristol City,Milton Keynes Dons,1,1,D
Derby,Brentford,2,0,H
Leeds,Birmingham,0,2,A
Nott'm Forest,Hull,0,1,A
QPR,Bolton,4,3,H
Reading,Middlesbrough,2,0,H
Sheffield Weds,Preston,3,1,H
Wolves,Huddersfield,3,0,H
Charlton,Fulham,2,2,D
Bristol City,Nott'm Forest,2,0,H
Birmingham,QPR,2,1,H
Brentford,Rotherham,2,1,H
Burnley,Bolton,2,0,H
Ipswich,Huddersfield,0,0,D
Leeds,Brighton,1,2,A
Middlesbrough,Fulham,0,0,D
Milton Keynes Dons,Blackburn,3,0,H
Preston,Cardiff,0,0,D
Reading,Charlton,1,0,H
Sheffield Weds,Hull,1,1,D
Derby,Wolves,4,2,H
Bolton,Birmingham,0,1,A
Brighton,Bristol City,2,1,H
Cardiff,Middlesbrough,1,0,H
Charlton,Preston,0,3,A
Huddersfield,Milton Keynes Dons,2,0,H
Hull,Ipswich,3,0,H
Nott'm Forest,Burnley,1,1,D
QPR,Sheffield Weds,0,0,D
Rotherham,Reading,1,1,D
Blackburn,Derby,0,0,D
Fulham,Leeds,1,1,D
Wolves,Brentford,0,2,A
Rotherham,Sheffield Weds,1,2,A
Blackburn,Burnley,0,1,A
Bolton,Leeds,1,1,D
Brighton,Preston,0,0,D
Charlton,Brentford,0,3,A
Fulham,Reading,4,2,H
Huddersfield,Derby,1,2,A
Hull,Birmingham,2,0,H
Nott'm Forest,Ipswich,1,1,D
QPR,Milton Keynes Dons,3,0,H
Wolves,Middlesbrough,1,3,A
Cardiff,Bristol City,0,0,D
Leeds,Blackburn,0,2,A
Brentford,QPR,1,0,H
Birmingham,Wolves,0,2,A
Bristol City,Fulham,1,4,A
Burnley,Huddersfield,2,1,H
Derby,Rotherham,3,0,H
Ipswich,Cardiff,0,0,D
Middlesbrough,Charlton,3,0,H
Milton Keynes Dons,Hull,0,2,A
Preston,Bolton,0,0,D
Reading,Brighton,1,1,D
Sheffield Weds,Nott'm Forest,1,0,H
Birmingham,Blackburn,0,0,D
Brentford,Hull,0,2,A
Bristol City,Wolves,1,0,H
Burnley,Fulham,3,1,H
Derby,QPR,1,0,H
Ipswich,Bolton,2,0,H
Leeds,Cardiff,1,0,H
Middlesbrough,Rotherham,1,0,H
Milton Keynes Dons,Charlton,1,0,H
Preston,Nott'm Forest,1,0,H
Reading,Huddersfield,2,2,D
Sheffield Weds,Brighton,0,0,D
Nott'm Forest,Derby,1,0,H
Blackburn,Brentford,1,1,D
Bolton,Bristol City,0,0,D
Brighton,Milton Keynes Dons,2,1,H
Cardiff,Reading,2,0,H
Charlton,Sheffield Weds,3,1,H
Fulham,Birmingham,2,5,A
Huddersfield,Leeds,0,3,A
Hull,Middlesbrough,3,0,H
QPR,Preston,0,0,D
Rotherham,Ipswich,2,5,A
Wolves,Burnley,0,0,D
Middlesbrough,QPR,1,0,H
Birmingham,Charlton,0,1,A
Brentford,Nott'm Forest,2,1,H
Bristol City,Hull,1,1,D
Derby,Cardiff,2,0,H
Ipswich,Wolves,2,2,D
Leeds,Rotherham,0,1,A
Milton Keynes Dons,Fulham,1,1,D
Preston,Blackburn,1,2,A
Reading,Bolton,2,1,H
Sheffield Weds,Huddersfield,3,1,H
Burnley,Brighton,1,1,D
Hull,Derby,0,2,A
Blackburn,Sheffield Weds,2,2,D
Brighton,Birmingham,2,1,H
Cardiff,Burnley,2,2,D
Charlton,Ipswich,0,3,A
Fulham,Preston,1,1,D
Huddersfield,Middlesbrough,0,2,A
Nott'm Forest,Reading,3,1,H
QPR,Leeds,1,0,H
Rotherham,Bristol City,3,0,H
Wolves,Milton Keynes Dons,0,0,D
Bolton,Brentford,1,1,D
Reading,QPR,0,1,A
Ipswich,Middlesbrough,0,2,A
Birmingham,Huddersfield,0,2,A
Bolton,Cardiff,2,3,A
Brentford,Milton Keynes Dons,2,0,H
Brighton,Charlton,3,2,H
Bristol City,Blackburn,0,2,A
Burnley,Preston,0,2,A
Leeds,Hull,2,1,H
Nott'm Forest,Fulham,3,0,H
Rotherham,Wolves,1,2,A
Sheffield Weds,Derby,0,0,D
Blackburn,Rotherham,1,0,H
Wolves,Nott'm Forest,1,1,D
Cardiff,Sheffield Weds,2,2,D
Charlton,Leeds,0,0,D
Derby,Brighton,2,2,D
Fulham,Brentford,2,2,D
Huddersfield,Bristol City,1,2,A
Hull,Bolton,1,0,H
Middlesbrough,Birmingham,0,0,D
Milton Keynes Dons,Ipswich,0,1,A
Preston,Reading,1,0,H
QPR,Burnley,0,0,D
Blackburn,Nott'm Forest,0,0,D
Cardiff,Brentford,3,2,H
Charlton,Bolton,2,2,D
Derby,Bristol City,4,0,H
Fulham,Ipswich,1,2,A
Huddersfield,Rotherham,2,0,H
Middlesbrough,Burnley,1,0,H
Milton Keynes Dons,Sheffield Weds,2,1,H
Preston,Birmingham,1,1,D
QPR,Brighton,2,2,D
Hull,Reading,2,1,H
Wolves,Leeds,2,3,A
Birmingham,Cardiff,1,0,H
Bolton,Fulham,2,2,D
Brentford,Huddersfield,4,2,H
Brighton,Middlesbrough,0,3,A
Bristol City,QPR,1,1,D
Burnley,Charlton,4,0,H
Ipswich,Derby,0,1,A
Nott'm Forest,Milton Keynes Dons,2,1,H
Rotherham,Hull,2,0,H
Leeds,Preston,1,0,H
Reading,Blackburn,1,0,H
Sheffield Weds,Wolves,4,1,H
Brentford,Brighton,0,0,D
Bristol City,Charlton,1,1,D
Derby,Fulham,2,0,H
Huddersfield,Preston,3,1,H
Hull,Burnley,3,0,H
Ipswich,QPR,2,1,H
Milton Keynes Dons,Cardiff,2,1,H
Rotherham,Bolton,4,0,H
Sheffield Weds,Birmingham,3,0,H
Wolves,Reading,1,0,H
Nott'm Forest,Leeds,1,1,D
Birmingham,Milton Keynes Dons,1,0,H
Bolton,Blackburn,1,0,H
Burnley,Bristol City,4,0,H
Charlton,Wolves,0,2,A
Middlesbrough,Sheffield Weds,1,0,H
Preston,Hull,1,0,H
QPR,Huddersfield,1,1,D
Reading,Brentford,1,2,A
Brighton,Ipswich,0,1,A
Cardiff,Nott'm Forest,1,1,D
Fulham,Rotherham,4,1,H
Leeds,Derby,2,2,D
Brighton,Wolves,0,1,A
QPR,Hull,1,2,A
Birmingham,Brentford,2,1,H
Bolton,Huddersfield,0,2,A
Burnley,Ipswich,0,0,D
Cardiff,Blackburn,1,0,H
Charlton,Nott'm Forest,1,1,D
Fulham,Sheffield Weds,0,1,A
Leeds,Milton Keynes Dons,1,1,D
Middlesbrough,Derby,2,0,H
Preston,Rotherham,2,1,H
Reading,Bristol City,1,0,H
Blackburn,QPR,1,1,D
Brentford,Middlesbrough,0,1,A
Bristol City,Preston,1,2,A
Derby,Reading,1,1,D
Huddersfield,Charlton,5,0,H
Ipswich,Leeds,2,1,H
Milton Keynes Dons,Burnley,0,5,A
Nott'm Forest,Birmingham,1,1,D
Rotherham,Brighton,2,0,H
Sheffield Weds,Bolton,3,2,H
Wolves,Fulham,3,2,H
Hull,Cardiff,2,0,H
Brentford,Burnley,1,3,A
Blackburn,Brighton,0,1,A
Bristol City,Middlesbrough,1,0,H
Derby,Birmingham,0,3,A
Huddersfield,Fulham,1,1,D
Hull,Charlton,6,0,H
Ipswich,Preston,1,1,D
Milton Keynes Dons,Reading,1,0,H
Nott'm Forest,Bolton,3,0,H
Rotherham,QPR,0,3,A
Sheffield Weds,Leeds,2,0,H
Wolves,Cardiff,1,3,A
Birmingham,Ipswich,3,0,H
Bolton,Milton Keynes Dons,3,1,H
Brighton,Huddersfield,2,1,H
Cardiff,Rotherham,2,2,D
Charlton,Blackburn,1,1,D
Fulham,Hull,0,1,A
Leeds,Bristol City,1,0,H
Middlesbrough,Nott'm Forest,0,1,A
Preston,Brentford,1,3,A
QPR,Wolves,1,1,D
Reading,Sheffield Weds,1,1,D
Burnley,Derby,4,1,H
Brentford,Leeds,1,1,D
Nott'm Forest,QPR,0,0,D
Bristol City,Birmingham,0,0,D
Huddersfield,Cardiff,2,3,A
Rotherham,Charlton,1,4,A
Derby,Preston,0,0,D
Ipswich,Reading,2,1,H
Sheffield Weds,Burnley,1,1,D
Wolves,Bolton,2,2,D
Brighton,Brentford,3,0,H
Birmingham,Sheffield Weds,1,2,A
Bolton,Rotherham,2,1,H
Burnley,Hull,1,0,H
Cardiff,Milton Keynes Dons,0,0,D
Charlton,Bristol City,0,1,A
Fulham,Derby,1,1,D
Leeds,Nott'm Forest,0,1,A
Middlesbrough,Blackburn,1,1,D
Preston,Huddersfield,2,1,H
QPR,Ipswich,1,0,H
Reading,Wolves,0,0,D
Milton Keynes Dons,Middlesbrough,1,1,D
Blackburn,Hull,0,2,A
Brighton,Bolton,3,2,H
Bristol City,Ipswich,2,1,H
Charlton,Cardiff,0,0,D
Derby,Milton Keynes Dons,0,1,A
Nott'm Forest,Huddersfield,0,2,A
QPR,Fulham,1,3,A
Reading,Burnley,0,0,D
Rotherham,Birmingham,0,0,D
Sheffield Weds,Brentford,4,0,H
Wolves,Preston,1,2,A
Leeds,Middlesbrough,0,0,D
Blackburn,Fulham,3,0,H
Hull,Brighton,0,0,D
Bolton,QPR,1,1,D
Brentford,Derby,1,3,A
Burnley,Rotherham,2,0,H
Cardiff,Brighton,4,1,H
Fulham,Charlton,3,0,H
Huddersfield,Wolves,1,0,H
Milton Keynes Dons,Bristol City,0,2,A
Preston,Sheffield Weds,1,0,H
Birmingham,Bolton,1,0,H
Brentford,Wolves,3,0,H
Bristol City,Brighton,0,4,A
Burnley,Nott'm Forest,1,0,H
Ipswich,Hull,0,1,A
Leeds,Fulham,1,1,D
Middlesbrough,Cardiff,3,1,H
Milton Keynes Dons,Huddersfield,1,1,D
Preston,Charlton,2,1,H
Reading,Rotherham,1,0,H
Sheffield Weds,QPR,1,1,D
Derby,Blackburn,1,0,H
Hull,Sheffield Weds,0,0,D
Blackburn,Milton Keynes Dons,3,2,H
Bolton,Burnley,1,2,A
Cardiff,Preston,2,1,H
Charlton,Reading,3,4,A
Fulham,Middlesbrough,0,2,A
Huddersfield,Ipswich,0,1,A
Nott'm Forest,Bristol City,1,2,A
QPR,Birmingham,2,0,H
Rotherham,Brentford,2,1,H
Wolves,Derby,2,1,H
Brighton,Leeds,4,0,H
Blackburn,Middlesbrough,2,1,H
Birmingham,Hull,1,0,H
Middlesbrough,Wolves,2,1,H
Brentford,Charlton,1,2,A
Bristol City,Cardiff,0,2,A
Burnley,Blackburn,1,0,H
Derby,Huddersfield,2,0,H
Ipswich,Nott'm Forest,1,0,H
Leeds,Bolton,2,1,H
Milton Keynes Dons,QPR,2,0,H
Preston,Brighton,0,0,D
Reading,Fulham,2,2,D
Sheffield Weds,Rotherham,0,1,A
Blackburn,Birmingham,2,0,H
Bolton,Ipswich,2,2,D
Brighton,Sheffield Weds,0,0,D
Cardiff,Leeds,0,2,A
Charlton,Milton Keynes Dons,0,0,D
Fulham,Burnley,2,3,A
Huddersfield,Reading,3,1,H
Nott'm Forest,Preston,1,0,H
QPR,Derby,2,0,H
Rotherham,Middlesbrough,1,0,H
Wolves,Bristol City,2,1,H
Blackburn,Leeds,1,2,A
Bolton,Preston,1,2,A
Cardiff,Ipswich,1,0,H
Fulham,Bristol City,1,2,A
Huddersfield,Burnley,1,3,A
Hull,Milton Keynes Dons,1,1,D
Nott'm Forest,Sheffield Weds,0,3,A
QPR,Brentford,3,0,H
Rotherham,Derby,3,3,D
Charlton,Middlesbrough,2,0,H
Wolves,Birmingham,0,0,D
Brighton,Reading,1,0,H
Hull,Nott'm Forest,1,1,D
Ipswich,Blackburn,2,0,H
